model,submodel,quality,type,stop,diagnosis,fix-scrapping
1000,0.02,3,A,42,266,0
1000,0.02,1,A,3083,3765,0
1000,0.02,5,B,1398,1472,1
1000,0.02,4,A,3945,4093,1
1000,0.02,1,B,314,856,0
1000,0.02,4,A,2122,2259,0
1000,0.02,0,A,673,1552,0
1000,0.02,0,A,338,1644,0
1000,0.02,1,A,1570,2150,0
1000,0.02,5,A,12139,12201,1
1000,0.02,0,B,1951,2893,0
1000,0.02,4,B,15553,15623,1
1000,0.02,4,B,7156,7240,0
1000,0.02,4,A,6593,6676,1
1000,0.02,0,B,1020,1985,0
1000,0.02,1,A,255,1398,0
1000,0.02,5,B,14605,14668,1
1000,0.02,2,B,7677,8091,0
1000,0.02,2,B,5782,6242,0
1000,0.02,4,B,10310,10371,0
1000,0.02,4,A,11540,11684,0
1000,0.02,3,B,6121,6332,0
1000,0.02,2,A,1545,1904,0
1000,0.02,1,B,1441,2471,0
1000,0.02,0,B,789,1406,0
1000,0.02,3,B,12730,12989,0
1000,0.02,0,B,56,744,0
1000,0.02,2,B,6474,6985,0
1000,0.02,1,A,1608,2033,0
1000,0.02,4,A,6847,6945,0
1000,0.02,5,B,8228,8259,0
1000,0.02,3,B,4836,5017,0
1000,0.02,3,A,57,271,0
1000,0.02,1,A,419,912,0
1000,0.02,5,A,8877,8928,1
1000,0.02,3,A,3602,3819,0
1000,0.02,4,B,11718,11795,0
1000,0.02,1,A,940,1939,0
1000,0.02,5,A,3267,3325,0
1000,0.02,0,A,20,900,0
1000,0.02,3,A,301,660,0
1000,0.02,2,B,634,1079,0
1000,0.02,1,A,353,1037,0
1000,0.02,0,A,879,2226,0
1000,0.02,3,A,3644,3985,0
1000,0.02,5,A,9607,9633,1
1000,0.02,5,A,23461,23525,1
1000,0.02,5,B,1226,1272,1
1000,0.02,3,B,3359,3604,0
1000,0.02,0,A,9,1250,0
1000,0.02,3,A,1281,1720,0
1000,0.02,2,B,310,858,0
1000,0.02,4,A,8486,8625,0
1000,0.02,4,B,5979,6086,1
1000,0.02,4,A,3068,3184,0
1000,0.02,2,B,4254,4541,0
1000,0.02,4,B,18431,18506,0
1000,0.02,2,B,2485,2886,1
1000,0.02,2,A,2271,2594,0
1000,0.02,0,B,263,1384,0
1000,0.02,5,A,1910,1983,1
1000,0.02,4,A,1019,1110,0
1000,0.02,2,B,667,923,0
1000,0.02,5,B,5912,5963,0
1000,0.02,1,A,234,960,0
1000,0.02,0,B,110,969,0
1000,0.02,0,A,1942,2767,0
1000,0.02,4,B,9825,9886,1
1000,0.02,5,B,1699,1772,0
1000,0.02,4,A,33280,33384,0
1000,0.02,1,A,869,1473,0
1000,0.02,4,A,5902,6010,0
1000,0.02,3,B,2271,2539,0
1000,0.02,1,B,1235,2123,0
1000,0.02,3,A,346,779,0
1000,0.02,0,A,126,756,0
1000,0.02,1,A,719,1796,0
1000,0.02,1,B,726,1345,0
1000,0.02,3,B,5785,6049,0
1000,0.02,1,B,227,857,0
1000,0.02,4,B,19124,19236,1
1000,0.02,1,A,444,1593,0
1000,0.02,4,A,723,850,1
1000,0.02,0,B,983,1721,0
1000,0.02,0,A,58,1745,0
1000,0.02,0,B,336,959,0
1000,0.02,3,B,75,350,0
1000,0.02,3,B,4604,4855,0
1000,0.02,1,B,633,1303,0
1000,0.02,3,B,553,689,0
1000,0.02,0,A,116,1747,0
1000,0.02,0,A,93,939,0
1000,0.02,5,B,5015,5042,0
1000,0.02,5,B,3088,3161,0
1000,0.02,4,B,769,877,0
1000,0.02,4,A,6232,6373,0
1000,0.02,5,B,456,522,0
1000,0.02,4,B,4658,4749,1
1000,0.02,4,B,30175,30272,0
1000,0.02,3,A,733,1117,0
1000,0.02,5,A,3784,3810,0
1000,0.02,5,A,4329,4386,0
1000,0.02,1,B,550,1505,0
1000,0.02,3,B,7514,7734,0
1000,0.02,4,B,3552,3592,1
1000,0.02,0,B,656,2009,0
1000,0.02,5,B,21376,21402,0
1000,0.02,4,B,1247,1341,1
1000,0.02,4,A,1448,1543,0
1000,0.02,4,B,15921,15970,1
1000,0.02,1,B,759,1546,0
1000,0.02,3,B,115,245,0
1000,0.02,5,A,21210,21272,0
1000,0.02,5,A,6911,6975,0
1000,0.02,5,B,3357,3407,0
1000,0.02,3,B,913,1088,1
1000,0.02,3,B,2131,2268,0
1000,0.02,1,B,2713,3341,0
1000,0.02,1,B,103,676,0
1000,0.02,2,A,1065,1685,0
1000,0.02,3,B,1253,1364,0
1000,0.02,2,B,4441,4975,0
1000,0.02,5,B,8808,8880,1
1000,0.02,4,B,1215,1289,1
1000,0.02,3,B,2410,2702,1
1000,0.02,2,B,1205,1549,0
1000,0.02,0,A,233,901,0
1000,0.02,0,B,68,1397,0
1000,0.02,1,A,114,1029,1
1000,0.02,0,B,321,955,0
1000,0.02,1,B,1794,2670,0
1000,0.02,5,A,12556,12611,0
1000,0.02,5,A,5162,5213,0
1000,0.02,3,B,15506,15674,0
1000,0.02,2,A,48,346,0
1000,0.02,4,B,1124,1237,1
1000,0.02,4,B,4454,4548,0
1000,0.02,4,B,2239,2316,0
1000,0.02,3,A,208,403,0
1000,0.02,2,B,647,1236,0
1000,0.02,5,A,1678,1703,1
1000,0.02,2,B,389,943,0
1000,0.02,3,A,636,837,0
1000,0.02,4,B,3774,3861,0
1000,0.02,4,B,10388,10477,1
1000,0.02,5,A,3075,3101,1
1000,0.02,2,A,1152,1826,0
1000,0.02,1,B,1122,1790,0
1000,0.02,0,B,98,1244,0
1000,0.02,1,B,1370,2264,0
1000,0.02,5,B,25644,25684,1
1000,0.02,1,B,1559,2254,0
1000,0.02,0,B,335,994,1
1000,0.02,2,B,56,304,0
1000,0.02,3,B,3665,3898,0
1000,0.02,5,A,73994,74023,0
1000,0.02,0,A,9,1726,0
1000,0.02,2,A,756,1143,0
1000,0.02,2,B,5554,6039,0
1000,0.02,0,A,1166,2538,0
1000,0.02,4,A,113,226,0
1000,0.02,1,B,102,860,0
1000,0.02,2,B,4277,4668,0
1000,0.02,2,A,2182,2879,1
1000,0.02,2,A,1394,1873,0
1000,0.02,2,A,730,1089,0
1000,0.02,5,B,9009,9073,1
1000,0.02,1,A,407,962,0
1000,0.02,5,B,4478,4536,1
1000,0.02,3,A,534,715,0
1000,0.02,4,B,10951,10997,1
1000,0.02,0,A,239,1426,0
1000,0.02,2,B,2030,2307,0
1000,0.02,4,A,3002,3055,0
1000,0.02,3,A,2009,2455,0
1000,0.02,1,B,1037,1924,0
1000,0.02,0,B,214,1997,0
1000,0.02,4,B,5581,5690,0
1000,0.02,0,B,1035,2461,0
1000,0.02,3,A,3183,3379,0
1000,0.02,4,B,14417,14521,1
1000,0.02,0,B,39,1610,0
1000,0.02,1,B,1656,2466,0
1000,0.02,3,B,710,986,0
1000,0.02,0,A,159,1910,0
1000,0.02,4,B,4346,4387,1
1000,0.02,5,B,26173,26230,1
1000,0.02,2,A,219,817,0
1000,0.02,1,B,345,1335,0
1000,0.02,3,A,333,742,0
1000,0.02,4,A,350,449,0
1000,0.02,0,A,46,1124,1
1000,0.02,0,A,25,994,0
1000,0.02,5,A,4562,4628,0
1000,0.02,0,A,275,972,1
1000,0.02,0,B,583,2203,0
1000,0.02,4,B,519,561,1
1000,0.02,3,A,3387,3672,1
1000,0.02,4,A,1817,1937,0
1000,0.02,2,A,2590,3289,0
1000,0.02,4,A,1301,1446,1
1000,0.02,5,A,9802,9857,0
1000,0.02,1,A,474,881,0
1000,0.02,5,A,8845,8876,0
1000,0.02,2,B,414,682,0
1000,0.02,2,B,1152,1502,0
1000,0.02,3,A,492,756,0
1000,0.02,3,B,2060,2319,0
1000,0.02,0,A,529,2295,0
1000,0.02,0,B,152,1629,0
1000,0.02,5,B,3986,4021,1
1000,0.02,5,B,16502,16554,1
1000,0.02,4,A,259,314,1
1000,0.02,0,A,710,1511,0
1000,0.02,2,B,2443,2731,0
1000,0.02,1,A,246,694,0
1000,0.02,1,A,1495,2042,0
1000,0.02,1,A,2284,3352,0
1000,0.02,5,B,756,805,0
1000,0.02,2,A,539,991,0
1000,0.02,3,B,4079,4318,1
1000,0.02,0,A,144,1421,0
1000,0.02,2,A,1594,1935,0
1000,0.02,1,A,1989,2873,0
1000,0.02,2,B,3174,3578,0
1000,0.02,0,B,615,2274,0
1000,0.02,2,A,789,1101,0
1000,0.02,0,B,124,1605,0
1000,0.02,4,A,2107,2221,0
1000,0.02,2,A,1285,1841,0
1000,0.02,3,B,5889,6081,0
1000,0.02,0,A,453,1730,0
1000,0.02,5,A,17856,17884,0
1000,0.02,1,A,327,1053,0
1000,0.02,1,B,14,434,0
1000,0.02,3,A,4253,4589,0
1000,0.02,4,B,614,661,0
1000,0.02,3,B,6986,7254,0
1000,0.02,1,A,439,934,0
1000,0.02,4,B,4854,4938,1
1000,0.02,5,B,513,545,0
1000,0.02,5,B,22280,22348,0
1000,0.02,5,B,25541,25594,1
1000,0.02,2,B,1491,2030,0
1000,0.02,0,A,418,1037,0
1000,0.02,2,A,1778,2456,0
1000,0.02,0,B,65,1816,0
1000,0.02,3,B,6379,6652,0
1000,0.02,1,A,138,633,0
1000,0.02,4,B,4186,4297,0
1000,0.02,3,B,3484,3757,0
1000,0.02,0,A,364,1968,0
1000,0.02,5,A,12641,12671,1
1000,0.02,3,A,2563,2909,0
1000,0.02,1,B,113,768,0
1000,0.02,5,B,7211,7258,1
1000,0.02,5,A,31109,31146,1
1000,0.02,3,A,368,612,0
1000,0.02,3,A,1815,1995,0
1000,0.02,2,B,1079,1431,0
1000,0.02,3,B,3876,4045,0
1000,0.02,2,B,432,668,0
1000,0.02,2,A,4160,4842,0
1000,0.02,5,B,2766,2820,1
1000,0.02,4,B,15846,15945,0
1000,0.02,1,B,623,1069,0
1000,0.02,2,A,1438,1998,0
1000,0.02,5,A,5115,5176,1
1000,0.02,3,B,11437,11602,0
1000,0.02,2,B,5184,5733,0
1000,0.02,2,B,535,781,1
1000,0.02,2,B,467,980,0
1000,0.02,3,B,286,569,1
1000,0.02,5,A,636,703,1
1000,0.02,0,B,1481,2658,0
1000,0.02,3,B,12063,12292,0
1000,0.02,4,B,2793,2860,0
1000,0.02,5,B,10418,10457,1
1000,0.02,1,B,1396,1807,0
1000,0.02,3,B,1159,1357,1
1000,0.02,4,B,947,999,0
1000,0.02,4,A,4830,4928,0
1000,0.02,4,A,17193,17307,0
1000,0.02,2,B,346,667,0
1000,0.02,5,A,3972,4003,0
1000,0.02,4,B,270,332,0
1000,0.02,5,B,1682,1726,1
1000,0.02,3,A,4422,4704,0
1000,0.02,0,A,8,1780,0
1000,0.02,3,B,1688,1929,0
1000,0.02,0,A,209,1643,0
1000,0.02,3,A,9438,9775,0
1000,0.02,2,A,3017,3329,0
1000,0.02,4,B,31,130,1
1000,0.02,0,A,1932,3646,0
1000,0.02,3,A,1189,1409,0
1000,0.02,0,B,613,2107,0
1000,0.02,2,B,1432,1728,0
1000,0.02,1,B,296,954,0
1000,0.02,3,A,1420,1738,1
1000,0.02,5,A,40241,40302,1
1000,0.02,2,B,2647,2952,0
1000,0.02,2,B,996,1451,1
1000,0.02,5,A,1445,1489,0
1000,0.02,5,B,22291,22350,0
1000,0.02,1,B,297,1140,0
1000,0.02,4,B,1825,1879,1
1000,0.02,3,A,1506,1868,1
1000,0.02,0,A,680,1447,0
1000,0.02,3,A,160,441,0
1000,0.02,0,A,510,1651,0
1000,0.02,3,A,6554,6938,0
1000,0.02,2,A,905,1188,0
1000,0.02,2,A,162,428,0
1000,0.02,3,A,3006,3304,0
1000,0.02,0,B,636,1740,0
1000,0.02,0,A,50,1075,0
1000,0.02,1,B,447,1421,0
1000,0.02,1,A,93,913,1
1000,0.02,1,B,181,1001,0
1000,0.02,5,A,12179,12242,1
1000,0.02,0,B,2359,3037,0
1000,0.02,2,A,594,832,0
1000,0.02,5,A,24089,24153,0
1000,0.02,0,A,239,1234,0
1000,0.02,3,A,6582,6926,0
1000,0.02,2,A,2135,2412,1
1000,0.02,0,B,1417,3142,0
1000,0.02,0,A,895,1665,0
1000,0.02,5,B,14852,14900,0
1000,0.02,5,A,28390,28440,1
1000,0.02,0,B,36,1310,0
1000,0.02,4,B,5388,5450,0
1000,0.02,3,B,1312,1533,1
1000,0.02,3,B,4585,4787,0
1000,0.02,1,B,1202,1655,0
1000,0.02,0,B,431,1676,0
1000,0.02,0,B,1059,2788,0
1000,0.02,4,B,3973,4092,1
1000,0.02,1,B,1,759,0
1000,0.02,5,A,6511,6573,0
1000,0.02,2,B,3808,4226,0
1000,0.02,3,A,4730,5165,0
1000,0.02,4,B,1205,1319,0
1000,0.02,5,B,18717,18769,1
1000,0.02,0,A,516,1561,0
1000,0.02,1,B,970,1527,0
1000,0.02,3,B,10849,11104,0
1000,0.02,5,B,7452,7493,1
1000,0.02,2,A,62,763,0
1000,0.02,4,A,1025,1081,0
1000,0.02,1,B,3073,3991,0
1000,0.02,1,A,668,1283,0
1000,0.02,0,A,448,1851,0
1000,0.02,2,B,793,1110,0
1000,0.02,5,A,52366,52412,1
1000,0.02,1,A,174,1370,0
1000,0.02,0,B,560,2129,0
1000,0.02,1,B,707,1393,0
1000,0.02,0,A,284,2079,0
1000,0.02,3,A,1370,1627,0
1000,0.02,2,A,952,1300,1
1000,0.02,4,B,6059,6128,1
1000,0.02,3,A,307,659,0
1000,0.02,3,B,787,1065,1
1000,0.02,4,B,34418,34503,0
1000,0.02,4,A,205,323,0
1000,0.02,2,A,2055,2415,0
1000,0.02,5,B,5479,5552,1
1000,0.02,1,A,523,1599,0
1000,0.02,1,A,653,1533,0
1000,0.02,1,A,1314,1786,0
1000,0.02,4,A,2645,2703,0
1000,0.02,0,B,248,1296,0
1000,0.02,1,A,171,1267,0
1000,0.02,1,B,1250,1813,0
1000,0.02,4,A,3027,3084,1
1000,0.02,5,B,6496,6529,0
1000,0.02,3,B,733,866,0
1000,0.02,3,B,717,1006,0
1000,0.02,0,A,139,1687,0
1000,0.02,0,A,166,1902,0
1000,0.02,5,B,8053,8089,0
1000,0.02,1,A,2333,3283,0
1000,0.02,5,A,4662,4712,0
1000,0.02,5,A,16210,16259,1
1000,0.02,2,B,7328,7812,0
1000,0.02,5,A,1763,1819,0
1000,0.02,4,B,3825,3879,0
1000,0.02,5,B,10884,10911,0
1000,0.02,0,B,46,1598,0
1000,0.02,0,B,161,1848,0
1000,0.02,1,A,986,1989,0
1000,0.02,3,B,7407,7655,1
1000,0.02,1,A,1210,2011,0
1000,0.02,3,A,986,1284,1
1000,0.02,5,A,5867,5899,1
1000,0.02,0,B,20,806,0
1000,0.02,1,B,1095,2144,0
1000,0.02,5,B,1204,1271,1
1000,0.02,5,A,5608,5647,1
1000,0.02,4,A,17506,17605,0
1000,0.02,0,A,181,1456,1
1000,0.02,4,B,3417,3470,1
1000,0.02,3,A,809,1087,0
1000,0.02,5,A,4996,5057,1
1000,0.02,1,B,51,667,0
1000,0.02,0,A,119,1197,0
1000,0.02,0,A,320,2070,0
1000,0.02,4,B,7991,8038,1
1000,0.02,1,B,54,562,0
1000,0.02,1,A,124,796,0
1000,0.02,3,B,2307,2536,0
1000,0.02,0,B,185,1421,0
1000,0.02,0,A,73,1480,0
1000,0.02,4,A,22077,22143,0
1000,0.02,0,B,439,1319,0
1000,0.02,4,B,3920,3963,0
1000,0.02,3,B,3061,3326,0
1000,0.02,4,B,6129,6185,0
1000,0.02,3,B,3222,3432,1
1000,0.02,3,A,3829,4050,1
1000,0.02,4,A,3654,3797,1
1000,0.02,1,A,2336,3348,0
1000,0.02,1,A,139,912,0
1000,0.02,3,A,6063,6268,1
1000,0.02,0,B,1514,2305,0
1000,0.02,4,A,15792,15862,1
1000,0.02,5,B,5762,5807,1
1000,0.02,3,B,885,1143,1
1000,0.02,1,B,56,1007,0
1000,0.02,5,A,4101,4150,0
1000,0.02,0,A,50,1079,0
1000,0.02,4,B,2270,2319,0
1000,0.02,0,A,1320,2309,0
1000,0.02,0,B,559,2143,0
1000,0.02,3,B,221,448,0
1000,0.02,4,B,12,105,1
1000,0.02,2,A,819,1140,0
1000,0.02,1,A,301,1042,0
1000,0.02,5,B,9183,9256,0
1000,0.02,5,B,9092,9144,0
1000,0.02,0,A,347,1718,0
1000,0.02,4,B,6509,6554,0
1000,0.02,3,A,3226,3532,0
1000,0.02,5,A,16713,16763,0
1000,0.02,0,A,89,1182,0
1000,0.02,5,B,7446,7518,1
1000,0.02,4,B,5048,5122,0
1000,0.02,4,B,8886,8936,0
1000,0.02,5,A,2947,3005,0
1000,0.02,3,A,810,1207,0
1000,0.02,2,B,3464,3912,0
1000,0.02,2,A,2210,2621,1
1000,0.02,3,B,647,783,0
1000,0.02,5,A,1312,1347,1
1000,0.02,0,A,479,2159,0
1000,0.02,3,A,324,596,0
1000,0.02,3,B,1390,1526,0
1000,0.02,3,A,473,759,0
1000,0.02,4,A,1433,1563,0
1000,0.02,0,B,444,2169,0
1000,0.02,4,B,8694,8766,1
1000,0.02,0,A,928,2443,0
1000,0.02,4,B,3364,3474,1
1000,0.02,2,B,5231,5654,0
1000,0.02,4,B,2460,2544,0
1000,0.02,0,B,1343,2786,0
1000,0.02,0,B,250,1344,0
1000,0.02,5,A,5363,5414,1
1000,0.02,2,A,2282,2932,0
1000,0.02,5,A,1569,1625,1
1000,0.02,2,B,2938,3249,0
1000,0.02,4,B,12095,12168,1
1000,0.02,1,A,1217,1665,0
1000,0.02,5,A,3743,3802,0
1000,0.02,2,B,4897,5419,0
1000,0.02,2,A,160,551,1
1000,0.02,1,A,160,1054,0
1000,0.02,1,B,2906,3385,0
1000,0.02,4,A,207,263,0
1000,0.02,1,A,1777,2913,0
1000,0.02,0,B,374,1170,0
1000,0.02,0,A,129,1901,0
1000,0.02,5,A,7101,7164,1
1000,0.02,0,A,55,1223,0
1000,0.02,3,A,246,605,0
1000,0.02,0,B,189,1934,0
1000,0.02,3,B,5985,6140,0
1000,0.02,2,B,1942,2380,1
1000,0.02,3,A,934,1156,0
1000,0.02,4,A,2098,2240,0
1000,0.02,4,B,19198,19246,1
1000,0.02,4,A,9887,9974,1
1000,0.02,1,B,322,746,0
1000,0.02,4,A,2013,2133,0
1000,0.02,2,A,857,1203,0
1000,0.02,4,A,3767,3836,0
1000,0.02,2,B,1713,2150,1
1000,0.02,2,B,509,1059,0
1000,0.02,3,A,7768,8099,0
1000,0.02,1,A,691,1163,0
1000,0.02,4,B,279,397,0
1000,0.02,5,B,3703,3761,0
1000,0.02,0,B,735,1980,0
1000,0.02,5,B,622,693,1
1000,0.02,4,B,10515,10591,0
1000,0.02,0,A,473,1614,0
1000,0.02,1,B,1205,1827,1
1000,0.02,4,B,712,801,1
1000,0.02,3,A,2654,2966,0
1000,0.02,5,A,7887,7920,1
1000,0.02,1,A,1268,2174,0
1000,0.02,4,A,2996,3096,0
1000,0.02,1,B,2616,3273,0
1000,0.02,2,A,638,1189,0
1000,0.02,3,B,5222,5452,1
1000,0.02,0,A,128,918,0
1000,0.02,4,A,146,215,0
1000,0.02,0,A,407,2119,0
1000,0.02,2,A,231,851,0
1000,0.02,3,A,922,1285,0
1000,0.02,4,B,2457,2508,1
1000,0.02,3,B,3568,3759,1
1000,0.02,0,A,66,1808,0
1000,0.02,5,B,28900,28934,1
1000,0.02,0,B,522,1918,0
1000,0.02,5,B,9426,9463,1
1000,0.02,0,B,337,1578,0
1000,0.02,4,A,59,150,0
1000,0.02,3,A,65,371,0
1000,0.02,5,B,11029,11074,0
1000,0.02,1,A,215,1001,0
1000,0.02,2,A,1634,2203,0
1000,0.02,0,A,86,1072,0
1000,0.02,5,A,6036,6091,0
1000,0.02,2,A,1631,1966,0
1000,0.02,3,A,714,949,0
1000,0.02,4,A,3957,4014,0
1000,0.02,0,A,1238,3024,0
1000,0.02,5,B,45421,45474,1
1000,0.02,5,B,2493,2563,1
1000,0.02,4,B,6495,6601,0
1000,0.02,1,A,842,1566,0
1000,0.02,4,A,3417,3510,0
1000,0.02,0,A,371,1074,0
1000,0.02,4,A,1102,1212,0
1000,0.02,3,B,2896,3058,0
1000,0.02,1,B,259,1017,0
1000,0.02,5,A,451,485,1
1000,0.02,5,B,5137,5166,0
1000,0.02,1,A,1603,2139,0
1000,0.02,5,B,19301,19336,1
1000,0.02,1,A,210,613,0
1000,0.02,2,A,606,1259,0
1000,0.02,1,A,193,776,1
1000,0.02,3,A,6532,6943,0
1000,0.02,3,B,2554,2676,0
1000,0.02,4,B,757,859,1
1000,0.02,1,B,29,971,0
1000,0.02,3,A,15,199,0
1000,0.02,1,B,221,1244,0
1000,0.02,3,A,977,1131,0
1000,0.02,2,B,3212,3550,0
1000,0.02,1,B,106,795,0
1000,0.02,1,A,505,1098,0
1000,0.02,3,B,159,432,0
1000,0.02,0,A,459,2060,0
1000,0.02,2,B,3722,4304,0
1000,0.02,3,B,3391,3679,0
1000,0.02,1,B,1710,2510,1
1000,0.02,1,B,2408,2997,0
1000,0.02,0,A,455,2123,0
1000,0.02,0,A,238,1398,0
1000,0.02,3,A,4576,5009,1
1000,0.02,4,A,292,352,0
1000,0.02,4,A,4817,4875,0
1000,0.02,0,B,915,1903,0
1000,0.02,0,B,1227,2699,0
1000,0.02,4,A,3440,3536,0
1000,0.02,5,A,1231,1263,0
1000,0.02,3,A,6,334,0
1000,0.02,5,B,16939,16967,1
1000,0.02,0,B,107,1741,0
1000,0.02,4,B,8342,8404,1
1000,0.02,3,A,612,871,1
1000,0.02,0,A,1719,3420,0
1000,0.02,2,A,1060,1654,0
1000,0.02,5,B,1699,1741,1
1000,0.02,3,B,9278,9442,0
1000,0.02,4,A,3371,3506,0
1000,0.02,2,A,208,841,0
1000,0.02,2,A,330,979,0
1000,0.02,1,A,424,1567,0
1000,0.02,0,A,825,1632,0
1000,0.02,5,B,3126,3172,0
1000,0.02,4,B,3757,3832,0
1000,0.02,2,A,1184,1568,0
1000,0.02,0,B,229,1012,0
1000,0.02,5,B,18301,18361,1
1000,0.02,5,B,1180,1222,0
1000,0.02,2,B,3376,3678,0
1000,0.02,4,B,4298,4390,0
1000,0.02,4,B,13064,13167,0
1000,0.02,5,A,5580,5640,0
1000,0.02,2,B,1007,1390,0
1000,0.02,3,A,11,323,0
1000,0.02,4,B,2065,2105,1
1000,0.02,1,A,1079,2024,0
1000,0.02,2,A,2144,2488,0
1000,0.02,5,A,15763,15827,1
1000,0.02,1,A,451,875,0
1000,0.02,0,B,607,1389,0
1000,0.02,1,A,348,1380,0
1000,0.02,5,B,593,629,1
1000,0.02,2,B,1637,2198,1
1000,0.02,5,A,11218,11260,1
1000,0.02,3,B,3188,3408,1
1000,0.02,1,B,3615,4328,0
1000,0.02,3,B,4314,4572,0
1000,0.02,4,B,1780,1857,0
1000,0.02,5,A,45206,45260,0
1000,0.02,5,A,15511,15564,1
1000,0.02,1,B,889,1285,0
1000,0.02,3,B,18444,18665,0
1000,0.02,1,A,32,1225,0
1000,0.02,4,B,2187,2237,0
1000,0.02,5,B,13607,13646,1
1000,0.02,2,B,1038,1314,0
1000,0.02,1,B,746,1105,0
1000,0.02,2,A,1643,1954,0
1000,0.02,3,B,2209,2323,0
1000,0.02,2,A,827,1287,0
1000,0.02,1,A,855,1553,0
1000,0.02,4,A,793,922,0
1000,0.02,1,A,366,914,0
1000,0.02,4,A,10291,10422,0
1000,0.02,4,B,8678,8794,0
1000,0.02,5,B,11231,11283,1
1000,0.02,1,B,133,887,1
1000,0.02,2,A,1051,1428,0
1000,0.02,5,B,4726,4774,0
1000,0.02,2,B,5981,6356,0
1000,0.02,5,B,5718,5785,1
1000,0.02,1,B,312,744,0
1000,0.02,1,B,17,405,0
1000,0.02,1,A,259,1335,0
1000,0.02,5,B,9002,9044,0
1000,0.02,4,B,1910,2021,0
1000,0.02,1,B,483,926,0
1000,0.02,2,A,343,723,0
1000,0.02,1,B,2379,2909,0
1000,0.02,2,A,12,526,1
1000,0.02,2,A,176,602,1
1000,0.02,5,B,2560,2589,1
1000,0.02,3,B,1684,1816,0
1000,0.02,2,B,687,1074,0
1000,0.02,0,A,1578,3187,0
1000,0.02,1,A,934,1550,0
1000,0.02,3,A,2037,2297,0
1000,0.02,5,A,4899,4968,0
1000,0.02,5,A,17369,17410,0
1000,0.02,3,B,1233,1428,0
1000,0.02,0,A,282,1398,0
1000,0.02,2,A,913,1220,0
1000,0.02,4,B,16873,16989,0
1000,0.02,4,A,795,846,0
1000,0.02,4,A,3751,3854,1
1000,0.02,0,B,73,896,0
1000,0.02,5,B,4914,4966,1
1000,0.02,5,A,4834,4859,0
1000,0.02,2,B,2335,2836,0
1000,0.02,2,B,4166,4374,1
1000,0.02,0,B,1020,2255,0
1000,0.02,5,A,6981,7019,1
1000,0.02,0,A,137,1843,0
1000,0.02,0,A,401,1487,0
1000,0.02,2,A,336,714,1
1000,0.02,5,B,2442,2489,1
1000,0.02,1,A,56,1172,0
1000,0.02,1,A,1313,2374,0
1000,0.02,2,B,4403,4810,0
1000,0.02,5,A,23124,23181,1
1000,0.02,2,B,199,528,0
1000,0.02,5,B,11287,11331,0
1000,0.02,3,B,4958,5064,1
1000,0.02,2,A,1042,1575,1
1000,0.02,0,A,439,1489,0
1000,0.02,2,B,21,561,0
1000,0.02,0,A,1760,2700,0
1000,0.02,1,B,796,1799,0
1000,0.02,3,A,4081,4473,0
1000,0.02,2,B,6481,6776,0
1000,0.02,4,B,403,482,1
1000,0.02,4,B,4069,4117,0
1000,0.02,3,A,2946,3228,0
1000,0.02,2,A,207,689,0
1000,0.02,2,A,495,1164,0
1000,0.02,2,B,7494,7837,1
1000,0.02,0,B,470,1867,0
1000,0.02,5,A,2133,2196,0
1000,0.02,1,B,636,1070,0
1000,0.02,5,B,2437,2508,0
1000,0.02,4,A,2539,2627,1
1000,0.02,4,A,4786,4933,0
1000,0.02,3,A,491,671,0
1000,0.02,1,B,2663,3381,0
1000,0.02,3,B,1621,1846,0
1000,0.02,5,A,14031,14077,1
1000,0.02,3,A,5276,5718,1
1000,0.02,3,B,625,752,0
1000,0.02,3,A,1437,1688,0
1000,0.02,2,A,874,1398,0
1000,0.02,1,A,355,1213,0
1000,0.02,3,B,373,560,0
1000,0.02,0,B,217,1346,1
1000,0.02,2,A,2451,2716,0
1000,0.02,0,B,923,1831,0
1000,0.02,3,A,3632,3894,0
1000,0.02,5,B,1336,1393,0
1000,0.02,1,A,591,1193,0
1000,0.02,3,A,142,404,0
1000,0.02,0,A,202,1479,0
1000,0.02,3,A,5174,5415,0
1000,0.02,2,A,4619,5046,0
1000,0.02,4,B,794,907,1
1000,0.02,1,A,221,832,0
1000,0.02,3,B,5056,5344,1
1000,0.02,3,B,5007,5178,0
1000,0.02,3,A,6162,6313,0
1000,0.02,3,B,5040,5224,1
1000,0.02,0,B,314,924,0
1000,0.02,0,B,191,1525,0
1000,0.02,2,B,196,431,0
1000,0.02,0,B,358,1892,0
1000,0.02,3,A,846,1178,0
1000,0.02,3,A,424,671,0
1000,0.02,3,A,1709,1973,1
1000,0.02,2,B,1244,1732,0
1000,0.02,3,B,5449,5567,0
1000,0.02,3,A,2510,2863,0
1000,0.02,2,A,256,514,0
1000,0.02,2,A,439,784,0
1000,0.02,4,A,4342,4437,0
1000,0.02,0,A,297,1033,0
1000,0.02,4,B,240,326,1
1000,0.02,0,A,253,1039,0
1000,0.02,0,B,483,1640,0
1000,0.02,3,B,4892,5100,0
1000,0.02,2,B,709,1239,0
1000,0.02,5,B,12618,12680,1
1000,0.02,5,B,23947,24018,0
1000,0.02,1,B,1162,1595,0
1000,0.02,5,A,8121,8187,0
1000,0.02,1,B,466,926,0
1000,0.02,4,A,4301,4442,0
1000,0.02,0,A,172,978,0
1000,0.02,3,A,5466,5766,0
1000,0.02,4,B,3796,3879,0
