model,submodel,quality,type,stop,diagnosis,fix-scrapping
1000,0.02,1,A,2011,2826,0
1000,0.02,0,A,2061,3722,0
1000,0.02,4,B,972,1056,0
1000,0.02,4,B,4143,4222,0
1000,0.02,2,B,2276,2632,0
1000,0.02,2,A,1325,1807,0
1000,0.02,2,B,816,1244,0
1000,0.02,4,B,2547,2656,1
1000,0.02,5,B,14886,14936,1
1000,0.02,1,B,132,483,0
1000,0.02,3,A,6971,7193,0
1000,0.02,5,A,6410,6439,0
1000,0.02,5,A,23831,23900,1
1000,0.02,0,A,373,1457,0
1000,0.02,4,A,36,107,0
1000,0.02,1,A,1303,1766,0
1000,0.02,1,A,291,899,1
1000,0.02,2,B,218,543,0
1000,0.02,5,B,214,247,1
1000,0.02,0,A,386,1768,0
1000,0.02,2,B,315,704,0
1000,0.02,1,B,784,1262,1
1000,0.02,0,A,222,1556,0
1000,0.02,5,A,6668,6698,0
1000,0.02,1,A,1256,1974,0
1000,0.02,0,A,614,2389,0
1000,0.02,3,B,6006,6111,0
1000,0.02,5,A,1972,2044,1
1000,0.02,3,B,5359,5654,1
1000,0.02,0,A,323,1842,0
1000,0.02,5,A,8908,8940,1
1000,0.02,1,A,584,1212,0
1000,0.02,5,A,7398,7459,0
1000,0.02,1,A,508,1191,1
1000,0.02,3,A,1225,1469,1
1000,0.02,2,A,2364,2903,1
1000,0.02,1,A,48,972,0
1000,0.02,5,A,4930,4980,0
1000,0.02,1,A,547,1217,0
1000,0.02,5,B,19284,19310,1
1000,0.02,1,A,157,562,0
1000,0.02,2,B,6825,7303,0
1000,0.02,5,B,15548,15591,0
1000,0.02,5,A,7931,7998,1
1000,0.02,2,B,2645,2982,0
1000,0.02,1,A,677,1495,0
1000,0.02,1,A,2069,2962,0
1000,0.02,0,B,535,2064,0
1000,0.02,2,B,34,492,0
1000,0.02,0,B,142,1132,0
1000,0.02,5,B,3863,3904,0
1000,0.02,3,B,11456,11720,0
1000,0.02,5,B,13680,13724,0
1000,0.02,2,B,1515,1809,0
1000,0.02,1,A,1037,2140,0
1000,0.02,1,B,1010,1904,0
1000,0.02,3,A,1217,1554,0
1000,0.02,4,B,11163,11228,0
1000,0.02,5,A,10403,10439,1
1000,0.02,5,A,7151,7191,1
1000,0.02,3,B,6282,6434,1
1000,0.02,3,B,5842,6087,0
1000,0.02,1,B,475,1316,0
1000,0.02,0,A,46,1727,1
1000,0.02,2,A,220,604,0
1000,0.02,4,B,334,387,1
1000,0.02,4,A,883,1029,0
1000,0.02,0,B,443,1963,0
1000,0.02,5,B,1950,1989,0
1000,0.02,3,A,1023,1204,1
1000,0.02,2,A,2294,2735,0
1000,0.02,1,A,951,1694,0
1000,0.02,3,A,826,1165,1
1000,0.02,2,B,4406,4946,0
1000,0.02,1,A,417,1453,0
1000,0.02,2,A,1577,1964,0
1000,0.02,2,A,176,856,1
1000,0.02,5,A,5953,5995,0
1000,0.02,0,B,86,1762,0
1000,0.02,5,B,4932,4982,0
1000,0.02,2,B,4026,4554,0
1000,0.02,4,A,201,316,0
1000,0.02,3,B,152,324,0
1000,0.02,5,B,9153,9227,0
1000,0.02,1,B,1800,2468,0
1000,0.02,0,B,1047,2435,0
1000,0.02,1,A,3656,4241,0
1000,0.02,2,B,610,907,0
1000,0.02,1,A,39,1132,0
1000,0.02,4,A,13374,13522,0
1000,0.02,2,A,613,1031,0
1000,0.02,2,A,2635,3274,0
1000,0.02,2,A,334,672,1
1000,0.02,0,B,160,1622,0
1000,0.02,1,B,329,708,0
1000,0.02,1,B,707,1576,0
1000,0.02,1,A,1511,2521,0
1000,0.02,3,B,2957,3076,0
1000,0.02,0,B,857,2522,0
1000,0.02,2,B,3050,3558,0
1000,0.02,0,B,14,1286,0
1000,0.02,3,A,7491,7699,0
1000,0.02,1,B,430,1300,0
1000,0.02,4,A,2048,2163,0
1000,0.02,5,B,3305,3377,1
1000,0.02,0,A,61,1727,0
1000,0.02,1,A,88,934,0
1000,0.02,4,A,8658,8725,0
1000,0.02,5,A,10712,10779,0
1000,0.02,3,B,3984,4222,0
1000,0.02,1,A,471,1306,0
1000,0.02,5,A,9265,9292,1
1000,0.02,5,A,2,54,0
1000,0.02,5,A,3147,3208,1
1000,0.02,3,A,261,680,0
1000,0.02,5,A,2351,2394,1
1000,0.02,0,A,1328,3036,0
1000,0.02,0,B,1428,2546,0
1000,0.02,4,B,847,937,0
1000,0.02,3,B,6052,6303,0
1000,0.02,3,B,14796,15057,0
1000,0.02,0,B,745,1502,0
1000,0.02,3,A,1457,1906,1
1000,0.02,5,B,2675,2748,0
1000,0.02,3,A,953,1239,1
1000,0.02,1,A,1747,2208,1
1000,0.02,5,A,2793,2832,1
1000,0.02,5,A,18914,18985,0
1000,0.02,5,B,11243,11289,0
1000,0.02,1,A,1527,2549,0
1000,0.02,4,A,6410,6467,0
1000,0.02,4,A,4820,4879,0
1000,0.02,5,B,6606,6666,1
1000,0.02,2,A,1581,2254,0
1000,0.02,0,A,352,1046,0
1000,0.02,2,B,389,748,0
1000,0.02,3,A,163,470,0
1000,0.02,1,B,2065,3074,0
1000,0.02,1,A,262,1290,0
1000,0.02,3,A,1584,1819,0
1000,0.02,4,A,433,540,0
1000,0.02,4,A,15877,15976,0
1000,0.02,0,B,701,1947,0
1000,0.02,3,B,9289,9513,0
1000,0.02,2,B,809,1120,0
1000,0.02,1,B,1254,1641,0
1000,0.02,2,A,532,1163,1
1000,0.02,5,B,927,986,0
1000,0.02,0,B,154,1175,0
1000,0.02,3,A,6214,6392,0
1000,0.02,5,B,1471,1497,1
1000,0.02,2,A,2139,2815,0
1000,0.02,4,A,5733,5805,1
1000,0.02,4,A,9732,9846,1
1000,0.02,2,A,3508,4121,0
1000,0.02,3,A,3196,3604,0
1000,0.02,3,A,1426,1647,0
1000,0.02,4,B,10189,10247,1
1000,0.02,5,A,2791,2853,1
1000,0.02,5,B,5138,5165,0
1000,0.02,3,B,1503,1681,0
1000,0.02,3,B,2806,2997,0
1000,0.02,5,B,144,212,0
1000,0.02,5,B,11817,11880,1
1000,0.02,3,B,2886,3095,0
1000,0.02,2,B,5615,6193,0
1000,0.02,1,B,266,1092,0
1000,0.02,5,B,15162,15193,0
1000,0.02,1,B,935,1746,0
1000,0.02,5,A,4014,4039,0
1000,0.02,2,A,1598,2273,0
1000,0.02,2,A,222,561,0
1000,0.02,0,A,395,1466,0
1000,0.02,1,B,1249,2191,0
1000,0.02,5,B,8444,8472,0
1000,0.02,1,B,458,1076,0
1000,0.02,0,B,730,1800,0
1000,0.02,3,A,2723,3085,0
1000,0.02,3,A,380,703,1
1000,0.02,0,B,254,1692,0
1000,0.02,4,B,13786,13882,1
1000,0.02,1,B,291,1023,0
1000,0.02,4,A,600,686,0
1000,0.02,3,A,43,357,1
1000,0.02,0,B,441,2155,0
1000,0.02,3,B,701,948,0
1000,0.02,4,A,1222,1332,0
1000,0.02,5,B,10547,10589,0
1000,0.02,5,A,3089,3144,0
1000,0.02,0,A,11,1340,0
1000,0.02,5,A,2631,2660,1
1000,0.02,5,A,31273,31314,0
1000,0.02,3,B,1805,2071,0
1000,0.02,5,A,52,77,0
1000,0.02,0,B,515,2306,0
1000,0.02,1,A,1787,2927,0
1000,0.02,0,A,2,712,0
1000,0.02,2,A,202,727,0
1000,0.02,0,A,1514,2408,1
1000,0.02,3,B,7568,7831,0
1000,0.02,3,A,1920,2243,0
1000,0.02,5,A,11708,11743,1
1000,0.02,3,B,3412,3514,0
1000,0.02,5,B,30389,30428,1
1000,0.02,3,B,3110,3313,1
1000,0.02,1,A,101,718,0
1000,0.02,0,B,1178,1829,0
1000,0.02,5,B,4930,4972,0
1000,0.02,5,B,6303,6351,0
1000,0.02,4,B,8730,8794,0
1000,0.02,0,B,143,1935,0
1000,0.02,0,B,619,2188,0
1000,0.02,0,A,491,2004,0
1000,0.02,4,A,3221,3351,0
1000,0.02,3,A,544,776,1
1000,0.02,1,A,547,968,0
1000,0.02,5,A,255,324,1
1000,0.02,0,A,103,1423,0
1000,0.02,2,B,548,905,0
1000,0.02,4,A,18514,18656,1
1000,0.02,2,A,2236,2802,0
1000,0.02,5,B,20137,20196,0
1000,0.02,1,B,87,826,0
1000,0.02,5,B,46577,46610,1
1000,0.02,2,A,1577,1872,0
1000,0.02,3,B,6711,6819,1
1000,0.02,4,A,15031,15156,0
1000,0.02,4,A,7101,7181,1
1000,0.02,0,A,650,1575,0
1000,0.02,1,A,482,1166,0
1000,0.02,3,B,2284,2530,0
1000,0.02,4,A,15298,15412,0
1000,0.02,3,A,4475,4857,0
1000,0.02,2,A,742,1166,0
1000,0.02,1,A,876,1760,0
1000,0.02,4,A,1179,1277,0
1000,0.02,5,A,9948,9981,0
1000,0.02,4,A,1305,1424,0
1000,0.02,4,B,4736,4781,0
1000,0.02,2,A,444,1131,0
1000,0.02,2,B,473,794,0
1000,0.02,4,B,7709,7763,1
1000,0.02,5,B,5209,5277,1
1000,0.02,2,B,1041,1250,0
1000,0.02,1,A,404,822,0
1000,0.02,5,A,2543,2604,0
1000,0.02,2,B,3922,4483,0
1000,0.02,2,A,588,1157,0
1000,0.02,4,A,4718,4837,0
1000,0.02,5,A,36271,36344,0
1000,0.02,5,A,184,209,1
1000,0.02,3,B,2452,2713,1
1000,0.02,0,A,431,1741,0
1000,0.02,5,B,18986,19021,0
1000,0.02,1,B,1610,2516,0
1000,0.02,4,A,5897,5952,1
1000,0.02,1,A,3015,4164,0
1000,0.02,5,B,845,871,0
1000,0.02,1,B,2027,2718,0
1000,0.02,1,B,19,441,0
1000,0.02,1,B,892,1617,0
1000,0.02,1,B,441,1387,0
1000,0.02,2,A,1644,1952,0
1000,0.02,3,B,7288,7488,0
1000,0.02,4,A,1219,1328,0
1000,0.02,3,B,3495,3688,0
1000,0.02,4,B,2994,3064,0
1000,0.02,4,B,9564,9644,0
1000,0.02,4,B,17092,17133,0
1000,0.02,2,B,2492,3079,0
1000,0.02,5,A,9609,9669,1
1000,0.02,2,B,871,1469,1
1000,0.02,1,A,352,1152,0
1000,0.02,3,A,3111,3306,0
1000,0.02,4,A,2029,2174,0
1000,0.02,0,A,1615,3352,0
1000,0.02,5,A,693,760,1
1000,0.02,3,B,709,992,1
1000,0.02,0,A,7,1159,0
1000,0.02,4,B,965,1053,0
1000,0.02,3,A,12332,12775,0
1000,0.02,5,B,1303,1348,0
1000,0.02,2,A,926,1186,0
1000,0.02,1,A,64,1164,0
1000,0.02,2,A,44,357,0
1000,0.02,3,A,1056,1405,0
1000,0.02,0,A,17,1161,0
1000,0.02,5,B,9597,9667,0
1000,0.02,0,A,149,1373,0
1000,0.02,0,A,495,2144,0
1000,0.02,0,B,50,1092,0
1000,0.02,2,B,145,614,0
1000,0.02,4,A,630,755,0
1000,0.02,4,A,3493,3571,1
1000,0.02,5,B,2353,2378,0
1000,0.02,0,B,678,2174,0
1000,0.02,2,A,207,525,0
1000,0.02,4,B,7151,7238,0
1000,0.02,5,B,5539,5579,0
1000,0.02,3,B,772,937,1
1000,0.02,4,A,11606,11727,0
1000,0.02,4,A,2919,2999,0
1000,0.02,1,B,381,1252,0
1000,0.02,5,B,7502,7535,1
1000,0.02,0,A,176,1506,0
1000,0.02,1,A,505,1009,1
1000,0.02,1,B,2670,3641,0
1000,0.02,4,B,448,496,0
1000,0.02,4,B,2652,2746,0
1000,0.02,5,B,9973,10008,1
1000,0.02,1,A,845,1827,1
1000,0.02,4,B,11186,11273,0
1000,0.02,5,A,10676,10745,1
1000,0.02,3,A,6732,7155,0
1000,0.02,4,B,14691,14758,0
1000,0.02,0,A,82,753,0
1000,0.02,5,B,14433,14463,0
1000,0.02,4,A,2113,2202,0
1000,0.02,5,B,1990,2056,0
1000,0.02,5,B,3427,3492,1
1000,0.02,3,B,2620,2876,0
1000,0.02,5,A,7312,7353,0
1000,0.02,5,A,1348,1406,1
1000,0.02,3,A,1084,1400,0
1000,0.02,5,B,3662,3724,1
1000,0.02,0,B,422,2023,0
1000,0.02,5,B,11655,11715,1
1000,0.02,5,A,31630,31682,0
1000,0.02,3,A,8854,9077,0
1000,0.02,1,A,704,1566,0
1000,0.02,5,B,4638,4705,1
1000,0.02,1,A,578,1070,0
1000,0.02,1,A,244,1019,0
1000,0.02,0,B,554,1441,0
1000,0.02,4,B,7600,7709,0
1000,0.02,5,A,10175,10220,1
1000,0.02,0,A,753,1355,0
1000,0.02,1,B,2081,3000,0
1000,0.02,5,A,1378,1428,1
1000,0.02,4,A,1392,1479,0
1000,0.02,1,A,1566,2499,0
1000,0.02,1,B,1489,1944,0
1000,0.02,1,B,895,1402,0
1000,0.02,5,B,7419,7473,1
1000,0.02,4,A,715,801,0
1000,0.02,5,A,1909,1945,1
1000,0.02,5,A,37961,38022,0
1000,0.02,2,A,675,951,0
1000,0.02,4,B,16580,16639,0
1000,0.02,1,A,59,1247,1
1000,0.02,4,A,17374,17512,1
1000,0.02,4,A,1475,1536,0
1000,0.02,2,B,2860,3177,0
1000,0.02,0,B,44,1608,0
1000,0.02,2,B,2600,2878,0
1000,0.02,4,B,1642,1709,0
1000,0.02,4,B,11538,11608,0
1000,0.02,2,A,1931,2491,0
1000,0.02,5,A,10547,10574,1
1000,0.02,4,A,7718,7812,0
1000,0.02,0,B,803,1791,0
1000,0.02,5,A,1609,1672,1
1000,0.02,4,A,507,648,0
1000,0.02,3,B,3857,4116,1
1000,0.02,0,A,42,1142,1
1000,0.02,0,B,191,1168,0
1000,0.02,4,B,18760,18833,0
1000,0.02,2,B,1290,1661,0
1000,0.02,5,B,599,630,0
1000,0.02,1,B,1459,1812,0
1000,0.02,2,B,4562,4797,0
1000,0.02,0,A,40,1348,0
1000,0.02,4,B,1417,1517,1
1000,0.02,5,B,10708,10760,0
1000,0.02,1,B,2754,3710,0
1000,0.02,4,A,10473,10596,0
1000,0.02,3,A,543,783,0
1000,0.02,0,A,64,1730,0
1000,0.02,4,B,3182,3271,0
1000,0.02,2,A,168,686,0
1000,0.02,3,A,1317,1538,1
1000,0.02,3,B,4336,4593,0
1000,0.02,4,A,5810,5955,0
1000,0.02,3,B,6262,6473,0
1000,0.02,5,B,1178,1244,0
1000,0.02,0,B,216,1136,0
1000,0.02,2,B,1508,1713,1
1000,0.02,1,A,682,1354,0
1000,0.02,5,A,513,573,0
1000,0.02,4,B,2283,2383,1
1000,0.02,4,B,3434,3490,1
1000,0.02,3,A,1582,1876,0
1000,0.02,2,B,1210,1785,0
1000,0.02,5,A,10806,10861,0
1000,0.02,4,B,2253,2312,0
1000,0.02,0,B,229,1928,0
1000,0.02,0,A,188,818,0
1000,0.02,5,A,5276,5320,0
1000,0.02,4,A,695,832,0
1000,0.02,0,A,85,723,0
1000,0.02,5,B,45029,45089,0
1000,0.02,0,A,299,1432,0
1000,0.02,0,A,691,1426,0
1000,0.02,4,B,735,787,0
1000,0.02,5,A,2520,2557,0
1000,0.02,1,B,5597,6119,0
1000,0.02,0,B,266,1656,0
1000,0.02,5,A,21556,21612,1
1000,0.02,4,A,1785,1864,0
1000,0.02,5,B,36116,36182,0
1000,0.02,3,B,3510,3708,1
1000,0.02,4,A,8607,8677,0
1000,0.02,2,A,244,509,0
1000,0.02,5,B,2991,3040,0
1000,0.02,4,A,3227,3280,0
1000,0.02,0,B,550,1574,0
1000,0.02,3,B,8276,8563,1
1000,0.02,2,B,937,1155,0
1000,0.02,4,A,12071,12203,0
1000,0.02,3,B,2521,2670,1
1000,0.02,2,B,173,538,1
1000,0.02,0,B,540,2037,0
1000,0.02,2,A,1682,2271,1
1000,0.02,2,B,2293,2887,0
1000,0.02,3,A,1435,1622,0
1000,0.02,5,A,47240,47276,1
1000,0.02,0,B,108,1680,1
1000,0.02,3,B,374,670,0
1000,0.02,4,B,27197,27280,0
1000,0.02,3,B,838,989,0
1000,0.02,5,B,13826,13863,0
1000,0.02,5,B,13765,13836,0
1000,0.02,3,B,10885,11077,0
1000,0.02,1,A,507,1320,0
1000,0.02,4,B,224,318,1
1000,0.02,5,B,9337,9373,0
1000,0.02,2,A,258,961,0
1000,0.02,5,A,7243,7274,1
1000,0.02,4,B,7014,7092,0
1000,0.02,0,B,20,1050,0
1000,0.02,3,B,135,305,0
1000,0.02,2,B,1869,2141,0
1000,0.02,4,A,314,444,1
1000,0.02,1,B,617,1341,0
1000,0.02,1,A,242,1079,0
1000,0.02,2,A,574,1213,0
1000,0.02,2,B,1367,1861,0
1000,0.02,5,B,3945,4015,0
1000,0.02,0,B,725,1755,0
1000,0.02,4,A,687,749,0
1000,0.02,4,A,4948,5060,0
1000,0.02,2,B,443,656,0
1000,0.02,2,A,569,1185,0
1000,0.02,4,A,2241,2308,0
1000,0.02,3,B,3211,3479,0
1000,0.02,2,B,1217,1781,0
1000,0.02,4,A,3627,3724,1
1000,0.02,5,A,17374,17426,0
1000,0.02,3,B,93,343,0
1000,0.02,5,B,20676,20743,0
1000,0.02,0,A,573,1791,0
1000,0.02,0,B,152,1487,0
1000,0.02,3,B,13884,14084,0
1000,0.02,2,A,3011,3264,0
1000,0.02,0,B,766,1797,0
1000,0.02,0,A,236,1796,0
1000,0.02,0,B,451,1126,0
1000,0.02,5,B,340,380,1
1000,0.02,1,B,2160,3136,1
1000,0.02,1,B,982,1958,0
1000,0.02,5,A,3524,3569,0
1000,0.02,0,B,95,1199,0
1000,0.02,2,B,1893,2335,1
1000,0.02,4,A,5761,5824,0
1000,0.02,4,B,10353,10468,0
1000,0.02,5,B,10069,10120,0
1000,0.02,3,A,1162,1425,0
1000,0.02,4,A,1838,1944,1
1000,0.02,3,A,3543,3738,0
1000,0.02,5,B,4424,4482,0
1000,0.02,1,B,476,1437,0
1000,0.02,4,A,2248,2388,0
1000,0.02,3,A,4644,4977,0
1000,0.02,2,B,191,668,0
1000,0.02,4,B,9680,9775,0
1000,0.02,2,B,626,1057,0
1000,0.02,5,A,2357,2421,0
1000,0.02,3,A,708,867,0
1000,0.02,0,B,92,1086,0
1000,0.02,2,B,1051,1387,0
1000,0.02,4,A,2246,2335,0
1000,0.02,0,B,51,1607,0
1000,0.02,3,B,10202,10314,0
1000,0.02,5,A,1796,1824,1
1000,0.02,4,B,23,133,0
1000,0.02,3,A,1295,1656,0
1000,0.02,2,B,3698,4147,0
1000,0.02,1,B,860,1546,0
1000,0.02,1,A,780,1869,0
1000,0.02,2,B,164,512,1
1000,0.02,0,B,50,1469,0
1000,0.02,2,B,5746,6335,0
1000,0.02,4,A,17734,17883,1
1000,0.02,5,A,1370,1424,0
1000,0.02,4,A,2665,2806,0
1000,0.02,5,B,2022,2062,1
1000,0.02,3,A,397,839,0
1000,0.02,3,A,6114,6315,0
1000,0.02,0,B,417,1096,0
1000,0.02,0,A,131,1033,0
1000,0.02,0,B,14,842,1
1000,0.02,0,B,933,2439,0
1000,0.02,1,B,2356,3124,0
1000,0.02,1,B,4249,5114,0
1000,0.02,1,B,996,1492,0
1000,0.02,5,B,1300,1330,1
1000,0.02,0,A,413,1489,0
1000,0.02,3,B,2274,2411,0
1000,0.02,3,A,9134,9541,0
1000,0.02,4,B,817,899,1
1000,0.02,4,A,4905,5001,0
1000,0.02,0,A,1643,3283,0
1000,0.02,5,A,6657,6682,1
1000,0.02,5,A,14009,14081,1
1000,0.02,5,A,33698,33761,0
1000,0.02,1,B,2219,2741,0
1000,0.02,1,A,23,809,0
1000,0.02,0,A,286,1012,0
1000,0.02,3,A,719,1097,0
1000,0.02,2,A,550,799,0
1000,0.02,1,A,716,1698,0
1000,0.02,0,B,1676,2399,0
1000,0.02,5,A,9257,9329,1
1000,0.02,4,B,4962,5058,0
1000,0.02,0,A,45,969,0
1000,0.02,0,B,308,1128,0
1000,0.02,1,B,852,1217,0
1000,0.02,2,B,2651,3088,0
1000,0.02,4,A,9652,9748,0
1000,0.02,2,A,1058,1586,0
1000,0.02,4,A,15569,15649,0
1000,0.02,3,B,15061,15321,0
1000,0.02,4,A,13120,13260,1
1000,0.02,5,A,13760,13818,1
1000,0.02,3,B,2799,3083,0
1000,0.02,2,B,5203,5772,0
1000,0.02,1,B,605,1255,0
1000,0.02,1,B,861,1901,0
1000,0.02,3,A,120,298,0
1000,0.02,3,B,4102,4249,0
1000,0.02,3,B,6077,6363,0
1000,0.02,4,B,2884,2973,1
1000,0.02,5,B,21022,21055,0
1000,0.02,2,B,550,979,0
1000,0.02,0,B,84,731,0
1000,0.02,4,B,552,609,0
1000,0.02,5,B,3983,4032,1
1000,0.02,3,B,6073,6316,1
1000,0.02,2,B,1736,2190,1
1000,0.02,5,A,11530,11590,1
1000,0.02,0,B,424,1355,0
1000,0.02,0,B,617,1307,0
1000,0.02,5,B,7133,7206,1
1000,0.02,1,B,890,1521,0
1000,0.02,4,B,736,815,0
1000,0.02,0,A,261,2026,0
1000,0.02,5,A,5430,5493,0
1000,0.02,2,B,1862,2328,0
1000,0.02,0,B,783,1719,0
1000,0.02,2,B,4381,4683,0
1000,0.02,4,A,14090,14153,0
1000,0.02,5,B,2750,2785,0
1000,0.02,1,A,171,1232,0
1000,0.02,3,B,375,496,0
1000,0.02,1,A,337,1505,0
1000,0.02,2,B,5077,5569,0
1000,0.02,0,A,287,1706,0
1000,0.02,2,A,44,622,0
1000,0.02,0,A,183,1831,0
1000,0.02,0,A,450,2182,0
1000,0.02,1,A,376,1480,0
1000,0.02,2,B,1987,2314,0
1000,0.02,1,A,387,1002,1
1000,0.02,0,A,182,1081,0
1000,0.02,2,B,3680,4160,1
1000,0.02,5,B,1321,1382,0
1000,0.02,3,A,11890,12133,0
1000,0.02,4,A,1058,1133,1
1000,0.02,2,B,276,668,1
1000,0.02,2,A,2553,2973,0
1000,0.02,3,B,10387,10526,0
1000,0.02,1,B,620,1572,0
1000,0.02,1,A,876,1966,1
1000,0.02,5,A,1731,1773,1
1000,0.02,1,B,2887,3799,0
1000,0.02,5,A,6098,6164,1
1000,0.02,0,B,439,1652,0
1000,0.02,1,B,471,823,0
1000,0.02,1,A,1225,2002,0
1000,0.02,5,A,3275,3319,0
1000,0.02,0,B,1847,2451,1
1000,0.02,5,A,6235,6266,1
1000,0.02,4,B,9071,9132,1
1000,0.02,5,A,10586,10645,1
1000,0.02,1,B,236,879,0
1000,0.02,5,B,5322,5364,1
1000,0.02,4,B,4495,4536,1
1000,0.02,4,A,2754,2820,0
1000,0.02,2,B,148,683,1
1000,0.02,5,B,1610,1663,0
1000,0.02,5,A,9,34,1
1000,0.02,1,A,541,1131,1
1000,0.02,0,B,551,1620,0
1000,0.02,5,A,399,447,1
1000,0.02,0,B,2492,3271,0
1000,0.02,3,B,486,626,1
1000,0.02,4,B,4188,4269,0
1000,0.02,3,A,587,941,0
1000,0.02,3,A,2416,2843,0
1000,0.02,5,B,3416,3451,0
1000,0.02,3,B,1203,1393,0
1000,0.02,0,B,827,2524,0
1000,0.02,3,A,5044,5214,0
1000,0.02,3,A,794,1128,0
1000,0.02,2,B,790,1027,0
1000,0.02,0,A,120,1640,0
1000,0.02,4,A,1223,1273,1
1000,0.02,1,A,44,749,0
1000,0.02,4,A,1880,2003,0
1000,0.02,3,B,3248,3534,0
1000,0.02,1,A,1048,2145,0
1000,0.02,4,B,7373,7447,0
1000,0.02,1,B,442,1426,0
1000,0.02,3,A,8641,8847,0
1000,0.02,2,A,1183,1551,1
1000,0.02,2,B,3562,4097,0
1000,0.02,0,A,1239,2839,0
1000,0.02,0,B,403,1762,0
1000,0.02,4,A,5227,5303,0
1000,0.02,5,B,16353,16414,1
1000,0.02,0,B,227,1569,0
1000,0.02,3,B,9971,10105,0
1000,0.02,2,A,1334,1624,0
1000,0.02,3,A,5090,5331,1
1000,0.02,4,B,9982,10048,0
1000,0.02,5,A,235,287,1
1000,0.02,4,A,376,520,1
1000,0.02,2,B,837,1118,1
1000,0.02,1,A,1100,1905,0
1000,0.02,3,B,1389,1622,0
1000,0.02,1,A,64,1232,0
1000,0.02,1,A,171,670,0
1000,0.02,0,B,77,1521,0
1000,0.02,0,B,9,1384,0
1000,0.02,2,A,317,828,0
1000,0.02,5,B,4029,4096,1
1000,0.02,4,B,10604,10674,1
1000,0.02,1,A,361,863,0
1000,0.02,1,B,634,1100,0
1000,0.02,3,A,1376,1594,1
1000,0.02,5,A,2144,2173,1
1000,0.02,2,A,237,478,0
1000,0.02,0,B,516,1509,0
1000,0.02,3,B,2590,2716,0
1000,0.02,1,B,1572,2156,0
1000,0.02,2,A,116,662,0
1000,0.02,0,B,450,1774,0
1000,0.02,4,B,7132,7224,0
1000,0.02,0,B,185,1768,0
1000,0.02,0,B,218,1314,0
1000,0.02,1,B,1751,2298,1
1000,0.02,4,B,556,661,0
1000,0.02,4,A,6040,6173,0
1000,0.02,1,B,1503,2132,0
1000,0.02,1,A,70,488,0
1000,0.02,0,B,212,929,0
1000,0.02,4,B,9116,9176,0
1000,0.02,2,B,1698,2207,0
1000,0.02,3,A,2672,2898,0
1000,0.02,5,A,8315,8348,0
1000,0.02,0,A,141,1150,0
1000,0.02,1,B,975,1828,0
1000,0.02,5,B,1677,1714,0
1000,0.02,4,A,625,708,0
1000,0.02,4,B,2817,2863,1
1000,0.02,0,B,293,2024,0
1000,0.02,2,A,2447,2939,0
1000,0.02,1,A,1744,2264,0
1000,0.02,5,A,8776,8836,0
1000,0.02,0,A,708,2136,0
1000,0.02,2,A,335,647,0
1000,0.02,1,A,129,534,0
1000,0.02,0,B,416,1970,0
1000,0.02,2,B,2352,2924,0
1000,0.02,2,B,7510,7830,0
1000,0.02,0,A,33,996,0
1000,0.02,2,A,3157,3531,0
1000,0.02,2,B,6378,6720,0
1000,0.02,2,A,332,681,0
1000,0.02,0,A,736,2077,0
1000,0.02,4,B,5323,5385,0
1000,0.02,5,B,1391,1425,1
1000,0.02,0,A,199,1741,0
1000,0.02,0,B,111,1543,0
1000,0.02,0,B,250,1515,0
1000,0.02,3,A,1456,1811,0
1000,0.02,3,B,1768,2006,0
1000,0.02,2,B,1248,1554,0
1000,0.02,2,B,285,862,0
1000,0.02,3,A,8222,8577,0
1000,0.02,2,B,4113,4424,0
1000,0.02,2,A,5291,5880,0
1000,0.02,0,B,317,1018,1
1000,0.02,5,A,5169,5240,0
1000,0.02,0,A,633,2279,0
1000,0.02,2,A,556,1081,0
1000,0.02,5,B,28010,28083,1
1000,0.02,3,A,792,1032,1
1000,0.02,5,A,16528,16601,1
1000,0.02,3,B,3563,3844,0
1000,0.02,3,B,1669,1804,0
1000,0.02,2,A,2525,3168,0
1000,0.02,5,B,14005,14075,0
1000,0.02,0,A,256,991,0
1000,0.02,5,B,23280,23354,1
1000,0.02,4,B,1447,1549,1
1000,0.02,0,B,1144,2941,0
1000,0.02,0,B,151,1306,0
1000,0.02,3,A,5660,5893,0
1000,0.02,0,A,276,1722,0
1000,0.02,1,B,33,489,0
1000,0.02,0,B,625,1736,0
1000,0.02,2,A,884,1373,0
1000,0.02,3,A,2331,2711,0
1000,0.02,4,B,9447,9513,1
1000,0.02,5,B,2411,2436,1
1000,0.02,1,B,358,835,0
1000,0.02,0,A,236,1890,0
1000,0.02,1,A,79,878,0
1000,0.02,1,A,1621,2478,0
1000,0.02,3,B,1722,1923,1
1000,0.02,5,B,1419,1493,1
1000,0.02,3,B,1851,2079,0
1000,0.02,2,A,13,600,0
1000,0.02,4,A,13107,13184,1
1000,0.02,2,B,2393,2735,0
1000,0.02,1,B,1286,2325,0
1000,0.02,0,B,191,1170,0
1000,0.02,1,B,375,1347,0
1000,0.02,0,B,791,2046,0
1000,0.02,1,A,795,1784,0
1000,0.02,1,A,457,1282,0
1000,0.02,2,B,2184,2450,0
1000,0.02,0,B,19,947,0
1000,0.02,3,A,1381,1729,0
1000,0.02,5,B,4098,4124,0
1000,0.02,5,A,4703,4764,1
1000,0.02,2,A,803,1075,0
